,remain_iter,pie_delta,loglik_delta,alpha_l2norm_delta,loglik,alpha_sum
417,1583,0.0,0.575544,2.213565,-2317292.594317,56534.642934
418,1582,0.0,0.575129,2.204287,-2317293.169446,56568.621625
419,1581,0.0,0.574712,2.195055,-2317293.744158,56602.458114
420,1580,0.0,0.574293,2.185868,-2317294.318451,56636.153097
421,1579,0.0,0.573872,2.176726,-2317294.892323,56669.707265
422,1578,0.0,0.573449,2.167629,-2317295.465772,56703.121307
423,1577,0.0,0.573025,2.158576,-2317296.038797,56736.395907
424,1576,0.0,0.572599,2.149567,-2317296.611396,56769.531744
425,1575,0.0,0.572172,2.140603,-2317297.183568,56802.529493
426,1574,0.0,0.571743,2.131682,-2317297.755311,56835.389825
427,1573,0.0,0.571312,2.122804,-2317298.326623,56868.113409
428,1572,0.0,0.57088,2.11397,-2317298.897503,56900.700906
429,1571,0.0,0.570446,2.105178,-2317299.467949,56933.152976
430,1570,0.0,0.570012,2.096429,-2317300.037961,56965.470273
431,1569,0.0,0.569575,2.087722,-2317300.607536,56997.65345
432,1568,0.0,0.569138,2.079057,-2317301.176674,57029.703153
433,1567,0.0,0.568699,2.070434,-2317301.745374,57061.620024
434,1566,0.0,0.56826,2.061853,-2317302.313633,57093.404705
435,1565,0.0,0.567819,2.053313,-2317302.881452,57125.057829
436,1564,0.0,0.567377,2.044814,-2317303.448828,57156.580029
437,1563,0.0,0.566933,2.036356,-2317304.015762,57187.971932
438,1562,0.0,0.566489,2.027938,-2317304.582251,57219.234163
439,1561,0.0,0.566044,2.019561,-2317305.148295,57250.367342
440,1560,0.0,0.565598,2.011224,-2317305.713893,57281.372085
441,1559,0.0,0.565151,2.002926,-2317306.279045,57312.249006
442,1558,0.0,0.564703,1.994669,-2317306.843748,57342.998714
443,1557,0.0,0.564255,1.98645,-2317307.408003,57373.621815
444,1556,0.0,0.563805,1.978271,-2317307.971808,57404.118911
445,1555,0.0,0.563355,1.970131,-2317308.535163,57434.4906
446,1554,0.0,0.562904,1.962029,-2317309.098067,57464.737478
447,1553,0.0,0.562453,1.953966,-2317309.660519,57494.860136
448,1552,0.0,0.562,1.945941,-2317310.22252,57524.859162
449,1551,0.0,0.561547,1.937954,-2317310.784067,57554.735141
450,1550,0.0,0.561094,1.930004,-2317311.345161,57584.488655
451,1549,0.0,0.56064,1.922093,-2317311.905801,57614.12028
452,1548,0.0,0.560185,1.914218,-2317312.465986,57643.630591
453,1547,0.0,0.55973,1.906381,-2317313.025717,57673.020159
454,1546,0.0,0.559275,1.898581,-2317313.584991,57702.289553
455,1545,0.0,0.558819,1.890817,-2317314.14381,57731.439336
456,1544,0.0,0.558363,1.88309,-2317314.702173,57760.47007
457,1543,0.0,0.557906,1.875399,-2317315.260079,57789.382313
458,1542,0.0,0.557449,1.867744,-2317315.817527,57818.176619
459,1541,0.0,0.556991,1.860125,-2317316.374519,57846.85354
460,1540,0.0,0.556534,1.852542,-2317316.931053,57875.413624
461,1539,0.0,0.556076,1.844994,-2317317.487129,57903.857416
462,1538,0.0,0.555618,1.837481,-2317318.042746,57932.185459
463,1537,0.0,0.555159,1.830003,-2317318.597906,57960.398291
464,1536,0.0,0.554701,1.82256,-2317319.152606,57988.496449
465,1535,0.0,0.554242,1.815152,-2317319.706848,58016.480464
466,1534,0.0,0.553783,1.807778,-2317320.260632,58044.350867
467,1533,0.0,0.553324,1.800438,-2317320.813956,58072.108184
468,1532,0.0,0.552865,1.793133,-2317321.366821,58099.752939
469,1531,0.0,0.552406,1.785861,-2317321.919227,58127.285654
470,1530,0.0,0.551947,1.778623,-2317322.471174,58154.706845
471,1529,0.0,0.551488,1.771418,-2317323.022662,58182.017027
472,1528,0.0,0.551028,1.764246,-2317323.57369,58209.216713
473,1527,0.0,0.550569,1.757108,-2317324.124259,58236.306412
474,1526,0.0,0.55011,1.750003,-2317324.67437,58263.28663
475,1525,0.0,0.549651,1.74293,-2317325.224021,58290.157869
476,1524,0.0,0.549192,1.73589,-2317325.773213,58316.920632
477,1523,0.0,0.548733,1.728882,-2317326.321946,58343.575414
478,1522,0.0,0.548275,1.721906,-2317326.870221,58370.122712
479,1521,0.0,0.547816,1.714962,-2317327.418037,58396.563018
480,1520,0.0,0.547358,1.70805,-2317327.965394,58422.896821
481,1519,0.0,0.546899,1.70117,-2317328.512294,58449.124607
482,1518,0.0,0.546441,1.694321,-2317329.058735,58475.246861
483,1517,0.0,0.545983,1.687503,-2317329.604718,58501.264064
484,1516,0.0,0.545526,1.680717,-2317330.150244,58527.176694
485,1515,0.0,0.545068,1.673961,-2317330.695313,58552.985228
486,1514,0.0,0.544611,1.667236,-2317331.239924,58578.690139
487,1513,0.0,0.544155,1.660542,-2317331.784078,58604.291898
488,1512,0.0,0.543698,1.653878,-2317332.327777,58629.790973
489,1511,0.0,0.543242,1.647244,-2317332.871018,58655.187829
490,1510,0.0,0.542786,1.640641,-2317333.413804,58680.482929
491,1509,0.0,0.542331,1.634067,-2317333.956135,58705.676734
492,1508,0.0,0.541875,1.627523,-2317334.49801,58730.769702
493,1507,0.0,0.541421,1.621009,-2317335.039431,58755.762289
494,1506,0.0,0.540966,1.614524,-2317335.580397,58780.654947
495,1505,0.0,0.540512,1.608069,-2317336.12091,58805.448126
496,1504,0.0,0.540059,1.601642,-2317336.660969,58830.142275
497,1503,0.0,0.539606,1.595245,-2317337.200574,58854.73784
498,1502,0.0,0.539153,1.588876,-2317337.739727,58879.235263
499,1501,0.0,0.538701,1.582536,-2317338.278428,58903.634985
500,1500,0.0,0.538249,1.576224,-2317338.816677,58927.937446
501,1499,0.0,0.537798,1.569941,-2317339.354475,58952.143079
502,1498,0.0,0.537347,1.563685,-2317339.891823,58976.252321
503,1497,0.0,0.536897,1.557458,-2317340.42872,59000.265601
504,1496,0.0,0.536447,1.551259,-2317340.965167,59024.183348
505,1495,0.0,0.535998,1.545087,-2317341.501165,59048.005991
506,1494,0.0,0.53555,1.538943,-2317342.036715,59071.733952
507,1493,0.0,0.535102,1.532827,-2317342.571816,59095.367654
508,1492,0.0,0.534654,1.526738,-2317343.10647,59118.907516
509,1491,0.0,0.534207,1.520675,-2317343.640677,59142.353958
510,1490,0.0,0.533761,1.51464,-2317344.174438,59165.707393
511,1489,0.0,0.533315,1.508632,-2317344.707754,59188.968235
512,1488,0.0,0.53287,1.50265,-2317345.240624,59212.136896
513,1487,0.0,0.532426,1.496695,-2317345.773049,59235.213783
514,1486,0.0,0.059842,1.490766,-2317345.832891,59258.199303
515,1485,0.0,0.039085,1.484864,-2317345.793806,59281.093862
516,1484,0.0,0.038797,1.478988,-2317345.755008,59303.897861
517,1483,0.0,0.038512,1.473137,-2317345.716496,59326.611701
518,1482,0.0,0.03823,1.467313,-2317345.678267,59349.235779
519,1481,0.0,0.037949,1.461514,-2317345.640317,59371.770492
520,1480,0.0,0.037672,1.455741,-2317345.602645,59394.216233
521,1479,0.0,0.037396,1.449993,-2317345.565249,59416.573395
522,1478,0.0,0.037123,1.444271,-2317345.528126,59438.842367
523,1477,0.0,0.036853,1.438574,-2317345.491273,59461.023537
524,1476,0.0,0.036584,1.432901,-2317345.454689,59483.11729
525,1475,0.0,0.036318,1.427254,-2317345.418371,59505.124011
526,1474,0.0,0.036054,1.421632,-2317345.382316,59527.044081
527,1473,0.0,0.035793,1.416034,-2317345.346524,59548.87788
528,1472,0.0,0.035534,1.410461,-2317345.31099,59570.625785
529,1471,0.0,0.035277,1.404912,-2317345.275713,59592.288172
530,1470,0.0,0.035022,1.399387,-2317345.240692,59613.865416
531,1469,0.0,0.034769,1.393887,-2317345.205922,59635.357887
532,1468,0.0,0.034518,1.38841,-2317345.171404,59656.765957
533,1467,0.0,0.03427,1.382958,-2317345.137134,59678.089992
534,1466,0.0,0.034024,1.377529,-2317345.10311,59699.330359
535,1465,0.0,0.033779,1.372124,-2317345.069331,59720.487423
536,1464,0.0,0.033537,1.366743,-2317345.035794,59741.561545
537,1463,0.0,0.033297,1.361384,-2317345.002497,59762.553087
538,1462,0.0,0.033059,1.35605,-2317344.969438,59783.462406
539,1461,0.0,0.032823,1.350738,-2317344.936615,59804.28986
540,1460,0.0,0.032589,1.345449,-2317344.904026,59825.035804
541,1459,0.0,0.032357,1.340184,-2317344.871669,59845.70059
542,1458,0.0,0.032126,1.334941,-2317344.839543,59866.284571
543,1457,0.0,0.031898,1.329721,-2317344.807645,59886.788095
544,1456,0.0,0.031672,1.324523,-2317344.775974,59907.211511
545,1455,0.0,0.031447,1.319348,-2317344.744526,59927.555164
546,1454,0.0,0.031224,1.314195,-2317344.713302,59947.819399
547,1453,0.0,0.031004,1.309065,-2317344.682298,59968.004558
548,1452,0.0,0.030785,1.303956,-2317344.651513,59988.110983
549,1451,0.0,0.030568,1.29887,-2317344.620946,60008.139011
550,1450,0.0,0.030352,1.293805,-2317344.590593,60028.08898
551,1449,0.0,0.030139,1.288763,-2317344.560455,60047.961227
552,1448,0.0,0.029927,1.283742,-2317344.530528,60067.756084
553,1447,0.0,0.029717,1.278742,-2317344.500811,60087.473885
554,1446,0.0,0.029509,1.273764,-2317344.471302,60107.114959
555,1445,0.0,0.029302,1.268808,-2317344.442,60126.679636
556,1444,0.0,0.029097,1.263872,-2317344.412903,60146.168242
557,1443,0.0,0.028894,1.258958,-2317344.384009,60165.581104
558,1442,0.0,0.028692,1.254065,-2317344.355316,60184.918545
559,1441,0.0,0.028493,1.249193,-2317344.326824,60204.180888
560,1440,0.0,0.028294,1.244341,-2317344.298529,60223.368453
561,1439,0.0,0.028098,1.239511,-2317344.270432,60242.48156
562,1438,0.0,0.027903,1.2347,-2317344.242529,60261.520526
563,1437,0.0,0.027709,1.229911,-2317344.21482,60280.485668
564,1436,0.0,0.027517,1.225142,-2317344.187302,60299.377298
565,1435,0.0,0.027327,1.220393,-2317344.159975,60318.195731
566,1434,0.0,0.027138,1.215664,-2317344.132837,60336.941277
567,1433,0.0,0.026951,1.210956,-2317344.105886,60355.614247
568,1432,0.0,0.026765,1.206267,-2317344.07912,60374.214948
569,1431,0.0,0.026581,1.201599,-2317344.052539,60392.743687
570,1430,0.0,0.026399,1.19695,-2317344.026141,60411.200769
571,1429,0.0,0.026217,1.192321,-2317343.999923,60429.586499
572,1428,0.0,0.026037,1.187711,-2317343.973886,60447.901177
573,1427,0.0,0.025859,1.183121,-2317343.948027,60466.145105
574,1426,0.0,0.025682,1.178551,-2317343.922344,60484.318582
575,1425,0.0,0.025507,1.173999,-2317343.896838,60502.421905
576,1424,0.0,0.025333,1.169467,-2317343.871505,60520.455371
577,1423,0.0,0.02516,1.164955,-2317343.846345,60538.419275
578,1422,0.0,0.024989,1.160461,-2317343.821356,60556.313909
579,1421,0.0,0.024819,1.155986,-2317343.796537,60574.139567
580,1420,0.0,0.02465,1.15153,-2317343.771887,60591.896538
581,1419,0.0,0.024483,1.147093,-2317343.747404,60609.585111
582,1418,0.0,0.024317,1.142674,-2317343.723087,60627.205574
583,1417,0.0,0.024153,1.138274,-2317343.698934,60644.758214
584,1416,0.0,0.023989,1.133893,-2317343.674945,60662.243315
585,1415,0.0,0.023827,1.12953,-2317343.651118,60679.66116
586,1414,0.0,0.023667,1.125185,-2317343.627451,60697.012032
587,1413,0.0,0.023507,1.120858,-2317343.603944,60714.296212
588,1412,0.0,0.023349,1.11655,-2317343.580595,60731.513979
589,1411,0.0,0.023192,1.11226,-2317343.557402,60748.66561
590,1410,0.0,0.023036,1.107987,-2317343.534366,60765.751383
591,1409,0.0,0.022882,1.103733,-2317343.511484,60782.771573
592,1408,0.0,0.022729,1.099496,-2317343.488755,60799.726454
593,1407,0.0,0.022577,1.095277,-2317343.466178,60816.616298
594,1406,0.0,0.022426,1.091076,-2317343.443753,60833.441378
595,1405,0.0,0.022276,1.086892,-2317343.421476,60850.201962
596,1404,0.0,0.022128,1.082725,-2317343.399348,60866.89832
597,1403,0.0,0.02198,1.078576,-2317343.377368,60883.53072
598,1402,0.0,0.021834,1.074445,-2317343.355534,60900.099427
599,1401,0.0,0.021689,1.07033,-2317343.333844,60916.604707
600,1400,0.0,0.021545,1.066233,-2317343.312299,60933.046823
601,1399,0.0,0.021403,1.062152,-2317343.290897,60949.426037
602,1398,0.0,0.021261,1.058089,-2317343.269636,60965.742611
603,1397,0.0,0.02112,1.054042,-2317343.248515,60981.996805
604,1396,0.0,0.020981,1.050012,-2317343.227535,60998.188877
605,1395,0.0,0.020842,1.045999,-2317343.206692,61014.319085
606,1394,0.0,0.020705,1.042003,-2317343.185987,61030.387684
607,1393,0.0,0.020569,1.038023,-2317343.165418,61046.394931
608,1392,0.0,0.020434,1.034059,-2317343.144985,61062.341078
609,1391,0.0,0.020299,1.030112,-2317343.124685,61078.226379
610,1390,0.0,0.020166,1.026182,-2317343.104519,61094.051084
611,1389,0.0,0.020034,1.022267,-2317343.084485,61109.815445
612,1388,0.0,0.019903,1.018369,-2317343.064582,61125.519709
613,1387,0.0,0.019773,1.014487,-2317343.044809,61141.164125
614,1386,0.0,0.019644,1.01062,-2317343.025165,61156.74894
615,1385,0.0,0.019516,1.00677,-2317343.00565,61172.274398
616,1384,0.0,0.019389,1.002936,-2317342.986261,61187.740745
617,1383,0.0,0.019262,0.999117,-2317342.966999,61203.148223
618,1382,0.0,0.019137,0.995314,-2317342.947862,61218.497076
619,1381,0.0,0.019013,0.991527,-2317342.928849,61233.787542
620,1380,0.0,0.01889,0.987755,-2317342.909959,61249.019863
621,1379,0.0,0.018767,0.983999,-2317342.891192,61264.194277
622,1378,0.0,0.018646,0.980258,-2317342.872546,61279.311022
623,1377,0.0,0.018525,0.976533,-2317342.854021,61294.370334
624,1376,0.0,0.018406,0.972822,-2317342.835615,61309.372448
625,1375,0.0,0.018287,0.969127,-2317342.817328,61324.317599
626,1374,0.0,0.018169,0.965447,-2317342.799159,61339.206019
627,1373,0.0,0.018052,0.961783,-2317342.781107,61354.037942
628,1372,0.0,0.017936,0.958133,-2317342.763171,61368.813598
629,1371,0.0,0.017821,0.954498,-2317342.74535,61383.533216
630,1370,0.0,0.017707,0.950878,-2317342.727643,61398.197026
631,1369,0.0,0.017593,0.947273,-2317342.71005,61412.805256
632,1368,0.0,0.017481,0.943682,-2317342.692569,61427.358132
633,1367,0.0,0.017369,0.940106,-2317342.6752,61441.85588
634,1366,0.0,0.017258,0.936545,-2317342.657942,61456.298724
635,1365,0.0,0.017148,0.932998,-2317342.640794,61470.686889
636,1364,0.0,0.017039,0.929466,-2317342.623755,61485.020596
637,1363,0.0,0.01693,0.925948,-2317342.606825,61499.300068
638,1362,0.0,0.016823,0.922444,-2317342.590002,61513.525524
639,1361,0.0,0.016716,0.918955,-2317342.573286,61527.697185
640,1360,0.0,0.01661,0.91548,-2317342.556677,61541.815269
641,1359,0.0,0.016505,0.912019,-2317342.540172,61555.879993
642,1358,0.0,0.0164,0.908572,-2317342.523772,61569.891574
643,1357,0.0,0.016296,0.905139,-2317342.507476,61583.850228
644,1356,0.0,0.016193,0.901719,-2317342.491282,61597.756168
645,1355,0.0,0.016091,0.898314,-2317342.475191,61611.609609
646,1354,0.0,0.01599,0.894923,-2317342.459201,61625.410763
647,1353,0.0,0.015889,0.891545,-2317342.443312,61639.159841
648,1352,0.0,0.015789,0.888181,-2317342.427523,61652.857055
649,1351,0.0,0.01569,0.88483,-2317342.411832,61666.502614
650,1350,0.0,0.015592,0.881493,-2317342.396241,61680.096726
651,1349,0.0,0.015494,0.87817,-2317342.380747,61693.6396
652,1348,0.0,0.015397,0.87486,-2317342.36535,61707.131442
653,1347,0.0,0.015301,0.871563,-2317342.350049,61720.572458
654,1346,0.0,0.015205,0.86828,-2317342.334844,61733.962853
655,1345,0.0,0.01511,0.86501,-2317342.319734,61747.302831
656,1344,0.0,0.015016,0.861753,-2317342.304718,61760.592595
657,1343,0.0,0.014922,0.858509,-2317342.289796,61773.832347
658,1342,0.0,0.01483,0.855278,-2317342.274966,61787.022289
659,1341,0.0,0.014737,0.852061,-2317342.260229,61800.162621
660,1340,0.0,0.014646,0.848856,-2317342.245583,61813.253542
661,1339,0.0,0.014555,0.845664,-2317342.231028,61826.295251
662,1338,0.0,0.014465,0.842485,-2317342.216563,61839.287946
663,1337,0.0,0.014375,0.839318,-2317342.202187,61852.231823
664,1336,0.0,0.014287,0.836165,-2317342.1879,61865.127078
665,1335,0.0,0.014198,0.833024,-2317342.173702,61877.973906
666,1334,0.0,0.014111,0.829895,-2317342.159591,61890.772501
667,1333,0.0,0.014024,0.826779,-2317342.145567,61903.523056
668,1332,0.0,0.013938,0.823676,-2317342.13163,61916.225765
669,1331,0.0,0.013852,0.820585,-2317342.117778,61928.880817
670,1330,0.0,0.013767,0.817507,-2317342.104011,61941.488405
671,1329,0.0,0.013682,0.81444,-2317342.090329,61954.048717
672,1328,0.0,0.013598,0.811386,-2317342.076731,61966.561944
673,1327,0.0,0.013515,0.808345,-2317342.063215,61979.028271
674,1326,0.0,0.013432,0.805315,-2317342.049783,61991.447888
675,1325,0.0,0.01335,0.802297,-2317342.036433,62003.820981
676,1324,0.0,0.013269,0.799292,-2317342.023164,62016.147734
677,1323,0.0,0.013188,0.796299,-2317342.009976,62028.428333
678,1322,0.0,0.013108,0.793317,-2317341.996868,62040.662963
679,1321,0.0,0.013028,0.790347,-2317341.98384,62052.851805
680,1320,0.0,0.012949,0.787389,-2317341.970891,62064.995042
681,1319,0.0,0.01287,0.784443,-2317341.958021,62077.092856
682,1318,0.0,0.012792,0.781509,-2317341.945229,62089.145427
683,1317,0.0,0.012715,0.778586,-2317341.932514,62101.152936
684,1316,0.0,0.012638,0.775675,-2317341.919877,62113.115561
685,1315,0.0,0.012561,0.772776,-2317341.907316,62125.033481
686,1314,0.0,0.012485,0.769888,-2317341.89483,62136.906873
687,1313,0.0,0.01241,0.767011,-2317341.88242,62148.735914
688,1312,0.0,0.012335,0.764146,-2317341.870085,62160.52078
689,1311,0.0,0.012261,0.761293,-2317341.857824,62172.261646
690,1310,0.0,0.012187,0.75845,-2317341.845637,62183.958687
691,1309,0.0,0.012114,0.755619,-2317341.833523,62195.612076
692,1308,0.0,0.012041,0.752799,-2317341.821482,62207.221986
693,1307,0.0,0.011969,0.74999,-2317341.809513,62218.788589
694,1306,0.0,0.011897,0.747193,-2317341.797616,62230.312057
695,1305,0.0,0.011826,0.744406,-2317341.78579,62241.792559
696,1304,0.0,0.011755,0.741631,-2317341.774034,62253.230267
697,1303,0.0,0.011685,0.738866,-2317341.762349,62264.625349
698,1302,0.0,0.011615,0.736113,-2317341.750734,62275.977973
699,1301,0.0,0.011546,0.73337,-2317341.739187,62287.288307
700,1300,0.0,0.011477,0.730638,-2317341.72771,62298.556519
701,1299,0.0,0.011409,0.727917,-2317341.716301,62309.782773
702,1298,0.0,0.011341,0.725206,-2317341.704959,62320.967236
703,1297,0.0,0.011274,0.722507,-2317341.693685,62332.110073
704,1296,0.0,0.011207,0.719818,-2317341.682478,62343.211447
705,1295,0.0,0.011141,0.717139,-2317341.671337,62354.271521
706,1294,0.0,0.011075,0.714471,-2317341.660262,62365.290459
707,1293,0.0,0.011009,0.711814,-2317341.649253,62376.268421
708,1292,0.0,0.010944,0.709167,-2317341.638308,62387.20557
709,1291,0.0,0.01088,0.70653,-2317341.627429,62398.102066
710,1290,0.0,0.010816,0.703904,-2317341.616613,62408.958068
711,1289,0.0,0.010752,0.701288,-2317341.605861,62419.773736
712,1288,0.0,0.010689,0.698683,-2317341.595172,62430.549227
713,1287,0.0,0.010626,0.696087,-2317341.584546,62441.2847
714,1286,0.0,0.010564,0.693502,-2317341.573983,62451.980312
715,1285,0.0,0.010502,0.690927,-2317341.563481,62462.636219
716,1284,0.0,0.01044,0.688362,-2317341.553041,62473.252577
717,1283,0.0,0.010379,0.685807,-2317341.542662,62483.82954
718,1282,0.0,0.010318,0.683262,-2317341.532344,62494.367263
719,1281,0.0,0.010258,0.680727,-2317341.522086,62504.865899
720,1280,0.0,0.010198,0.678202,-2317341.511887,62515.325603
721,1279,0.0,0.010139,0.675687,-2317341.501749,62525.746525
722,1278,0.0,0.01008,0.673182,-2317341.491669,62536.128818
723,1277,0.0,0.010021,0.670687,-2317341.481648,62546.472632
724,1276,0.0,0.009963,0.668201,-2317341.471685,62556.778119
725,1275,0.0,0.009905,0.665725,-2317341.46178,62567.045427
726,1274,0.0,0.009847,0.663259,-2317341.451933,62577.274706
727,1273,0.0,0.00979,0.660802,-2317341.442142,62587.466104
728,1272,0.0,0.009734,0.658355,-2317341.432409,62597.61977
729,1271,0.0,0.009677,0.655917,-2317341.422731,62607.735849
730,1270,0.0,0.009622,0.653489,-2317341.41311,62617.81449
731,1269,0.0,0.009566,0.651071,-2317341.403544,62627.855837
732,1268,0.0,0.009511,0.648662,-2317341.394033,62637.860036
733,1267,0.0,0.009456,0.646262,-2317341.384577,62647.827232
734,1266,0.0,0.009402,0.643871,-2317341.375175,62657.757569
735,1265,0.0,0.009348,0.64149,-2317341.365828,62667.651189
736,1264,0.0,0.009294,0.639119,-2317341.356534,62677.508237
737,1263,0.0,0.009241,0.636756,-2317341.347293,62687.328854
738,1262,0.0,0.009188,0.634403,-2317341.338106,62697.113182
739,1261,0.0,0.009135,0.632058,-2317341.328971,62706.861362
740,1260,0.0,0.009083,0.629723,-2317341.319888,62716.573534
741,1259,0.0,0.009031,0.627397,-2317341.310857,62726.249838
742,1258,0.0,0.008979,0.62508,-2317341.301878,62735.890413
743,1257,0.0,0.008928,0.622772,-2317341.29295,62745.495398
744,1256,0.0,0.008877,0.620473,-2317341.284073,62755.064931
745,1255,0.0,0.008827,0.618183,-2317341.275247,62764.59915
746,1254,0.0,0.008776,0.615901,-2317341.26647,62774.098191
747,1253,0.0,0.008727,0.613629,-2317341.257744,62783.562191
748,1252,0.0,0.008677,0.611365,-2317341.249067,62792.991285
749,1251,0.0,0.008628,0.60911,-2317341.240439,62802.385608
750,1250,0.0,0.008579,0.606864,-2317341.23186,62811.745295
751,1249,0.0,0.00853,0.604627,-2317341.22333,62821.070481
752,1248,0.0,0.008482,0.602398,-2317341.214848,62830.361298
753,1247,0.0,0.008434,0.600178,-2317341.206414,62839.617879
754,1246,0.0,0.008386,0.597966,-2317341.198028,62848.840357
755,1245,0.0,0.008339,0.595763,-2317341.189688,62858.028863
756,1244,0.0,0.008292,0.593568,-2317341.181396,62867.18353
757,1243,0.0,0.008245,0.591382,-2317341.173151,62876.304486
758,1242,0.0,0.008199,0.589205,-2317341.164952,62885.391863
759,1241,0.0,0.008153,0.587036,-2317341.156798,62894.445789
760,1240,0.0,0.008107,0.584875,-2317341.148691,62903.466395
761,1239,0.0,0.008062,0.582722,-2317341.140629,62912.453808
762,1238,0.0,0.008017,0.580578,-2317341.132613,62921.408156
763,1237,0.0,0.007972,0.578442,-2317341.124641,62930.329568
764,1236,0.0,0.007927,0.576314,-2317341.116713,62939.218168
765,1235,0.0,0.007883,0.574195,-2317341.10883,62948.074085
766,1234,0.0,0.007839,0.572083,-2317341.100991,62956.897444
767,1233,0.0,0.007795,0.56998,-2317341.093196,62965.688369
768,1232,0.0,0.007752,0.567885,-2317341.085444,62974.446987
769,1231,0.0,0.007709,0.565798,-2317341.077736,62983.17342
770,1230,0.0,0.007666,0.563719,-2317341.07007,62991.867793
771,1229,0.0,0.007623,0.561648,-2317341.062446,63000.530229
772,1228,0.0,0.007581,0.559585,-2317341.054865,63009.160851
773,1227,0.0,0.007539,0.557529,-2317341.047326,63017.75978
774,1226,0.0,0.007497,0.555482,-2317341.039829,63026.327139
775,1225,0.0,0.007456,0.553443,-2317341.032373,63034.863048
776,1224,0.0,0.007415,0.551411,-2317341.024959,63043.367629
777,1223,0.0,0.007374,0.549387,-2317341.017585,63051.841001
778,1222,0.0,0.007333,0.547371,-2317341.010253,63060.283284
779,1221,0.0,0.007292,0.545363,-2317341.00296,63068.694598
780,1220,0.0,0.007252,0.543362,-2317340.995708,63077.07506
781,1219,0.0,0.007212,0.541369,-2317340.988495,63085.424789
782,1218,0.0,0.007173,0.539384,-2317340.981323,63093.743903
783,1217,0.0,0.007133,0.537406,-2317340.974189,63102.032519
784,1216,0.0,0.007094,0.535436,-2317340.967095,63110.290753
785,1215,0.0,0.007055,0.533473,-2317340.96004,63118.518723
786,1214,0.0,0.007017,0.531518,-2317340.953023,63126.716543
787,1213,0.0,0.006978,0.529571,-2317340.946045,63134.884328
788,1212,0.0,0.00694,0.52763,-2317340.939105,63143.022195
789,1211,0.0,0.006902,0.525698,-2317340.932203,63151.130256
790,1210,0.0,0.006865,0.523772,-2317340.925338,63159.208626
791,1209,0.0,0.006827,0.521854,-2317340.918511,63167.257418
792,1208,0.0,0.00679,0.519943,-2317340.911721,63175.276746
793,1207,0.0,0.006753,0.51804,-2317340.904968,63183.266721
794,1206,0.0,0.006716,0.516144,-2317340.898252,63191.227455
795,1205,0.0,0.00668,0.514255,-2317340.891572,63199.15906
796,1204,0.0,0.006644,0.512373,-2317340.884929,63207.061648
797,1203,0.0,0.006608,0.510499,-2317340.878321,63214.935328
798,1202,0.0,0.006572,0.508631,-2317340.871749,63222.78021
799,1201,0.0,0.006536,0.506771,-2317340.865213,63230.596406
800,1200,0.0,0.006501,0.504918,-2317340.858712,63238.384023
801,1199,0.0,0.006466,0.503072,-2317340.852247,63246.14317
802,1198,0.0,0.006431,0.501233,-2317340.845816,63253.873957
803,1197,0.0,0.006396,0.499401,-2317340.83942,63261.57649
804,1196,0.0,0.006362,0.497575,-2317340.833058,63269.250878
805,1195,0.0,0.006327,0.495757,-2317340.826731,63276.897226
806,1194,0.0,0.006293,0.493946,-2317340.820437,63284.515643
807,1193,0.0,0.00626,0.492141,-2317340.814178,63292.106234
808,1192,0.0,0.006226,0.490344,-2317340.807952,63299.669104
809,1191,0.0,0.006193,0.488553,-2317340.801759,63307.20436
810,1190,0.0,0.006159,0.486769,-2317340.7956,63314.712105
811,1189,0.0,0.006126,0.484992,-2317340.789474,63322.192445
812,1188,0.0,0.006094,0.483222,-2317340.78338,63329.645482
813,1187,0.0,0.006061,0.481458,-2317340.777319,63337.071322
814,1186,0.0,0.006029,0.479701,-2317340.77129,63344.470067
815,1185,0.0,0.005997,0.477951,-2317340.765294,63351.84182
816,1184,0.0,0.005965,0.476207,-2317340.759329,63359.186682
817,1183,0.0,0.005933,0.47447,-2317340.753396,63366.504757
818,1182,0.0,0.005901,0.47274,-2317340.747495,63373.796145
819,1181,0.0,0.00587,0.471016,-2317340.741625,63381.060948
820,1180,0.0,0.005839,0.469298,-2317340.735786,63388.299266
821,1179,0.0,0.005808,0.467587,-2317340.729978,63395.5112
822,1178,0.0,0.005777,0.465883,-2317340.724202,63402.696848
823,1177,0.0,0.005746,0.464185,-2317340.718455,63409.856312
824,1176,0.0,0.005716,0.462493,-2317340.712739,63416.989689
825,1175,0.0,0.005686,0.460808,-2317340.707054,63424.097079
826,1174,0.0,0.005656,0.459129,-2317340.701398,63431.17858
827,1173,0.0,0.005626,0.457457,-2317340.695772,63438.234289
828,1172,0.0,0.005596,0.455791,-2317340.690176,63445.264304
829,1171,0.0,0.005567,0.454131,-2317340.684609,63452.268722
830,1170,0.0,0.005537,0.452478,-2317340.679072,63459.247639
831,1169,0.0,0.005508,0.45083,-2317340.673564,63466.201153
832,1168,0.0,0.005479,0.449189,-2317340.668084,63473.129359
833,1167,0.0,0.005451,0.447554,-2317340.662634,63480.032351
834,1166,0.0,0.005422,0.445926,-2317340.657212,63486.910227
835,1165,0.0,0.005393,0.444303,-2317340.651818,63493.763079
836,1164,0.0,0.005365,0.442687,-2317340.646453,63500.591003
837,1163,0.0,0.005337,0.441076,-2317340.641116,63507.394093
838,1162,0.0,0.005309,0.439472,-2317340.635806,63514.172441
839,1161,0.0,0.005282,0.437874,-2317340.630525,63520.926142
