,remain_iter,pie_delta,loglik_delta,alpha_l2norm_delta,loglik,alpha_sum
415,1585,0.0,0.005104,0.020525,-10474908.726342,47896.046693
416,1584,0.0,0.005009,0.020149,-10474908.721333,47896.431537
417,1583,0.0,0.004916,0.01978,-10474908.716417,47896.809323
418,1582,0.0,0.004825,0.019417,-10474908.711591,47897.180183
419,1581,0.0,0.004736,0.019061,-10474908.706855,47897.544242
420,1580,0.0,0.004648,0.018711,-10474908.702207,47897.901625
421,1579,0.0,0.004562,0.018368,-10474908.697645,47898.252456
422,1578,0.0,0.004478,0.018031,-10474908.693168,47898.596854
423,1577,0.0,0.004395,0.017701,-10474908.688773,47898.934936
424,1576,0.0,0.004313,0.017376,-10474908.68446,47899.26682
425,1575,0.0,0.004234,0.017058,-10474908.680226,47899.592618
426,1574,0.0,0.004155,0.016745,-10474908.676071,47899.912443
427,1573,0.0,0.004078,0.016438,-10474908.671993,47900.226403
428,1572,0.0,0.004003,0.016136,-10474908.66799,47900.534607
429,1571,0.0,0.003929,0.015841,-10474908.664061,47900.837159
430,1570,0.0,0.003856,0.01555,-10474908.660204,47901.134164
431,1569,0.0,0.003785,0.015265,-10474908.65642,47901.425723
432,1568,0.0,0.003715,0.014985,-10474908.652705,47901.711936
433,1567,0.0,0.003646,0.01471,-10474908.649058,47901.992902
434,1566,0.0,0.003579,0.014441,-10474908.645479,47902.268716
435,1565,0.0,0.003513,0.014176,-10474908.641966,47902.539473
436,1564,0.0,0.003448,0.013916,-10474908.638519,47902.805265
437,1563,0.0,0.003384,0.013661,-10474908.635134,47903.066184
438,1562,0.0,0.003322,0.01341,-10474908.631812,47903.322319
439,1561,0.0,0.00326,0.013164,-10474908.628552,47903.573758
440,1560,0.0,0.0032,0.012923,-10474908.625352,47903.820586
441,1559,0.0,0.003141,0.012686,-10474908.622211,47904.062889
442,1558,0.0,0.003083,0.012453,-10474908.619128,47904.30075
443,1557,0.0,0.003026,0.012225,-10474908.616101,47904.534249
444,1556,0.0,0.00297,0.012001,-10474908.613131,47904.763467
445,1555,0.0,0.002916,0.011781,-10474908.610215,47904.988483
446,1554,0.0,0.002862,0.011565,-10474908.607353,47905.209372
447,1553,0.0,0.002809,0.011353,-10474908.604544,47905.426212
448,1552,0.0,0.002757,0.011145,-10474908.601787,47905.639077
449,1551,0.0,0.002706,0.01094,-10474908.599081,47905.848038
450,1550,0.0,0.002656,0.01074,-10474908.596424,47906.053168
451,1549,0.0,0.002607,0.010543,-10474908.593817,47906.254538
452,1548,0.0,0.002559,0.01035,-10474908.591258,47906.452215
453,1547,0.0,0.002512,0.01016,-10474908.588745,47906.646268
454,1546,0.0,0.002466,0.009974,-10474908.586279,47906.836763
455,1545,0.0,0.00242,0.009791,-10474908.583859,47907.023766
456,1544,0.0,0.002376,0.009611,-10474908.581483,47907.20734
457,1543,0.0,0.002332,0.009435,-10474908.579151,47907.387548
458,1542,0.0,0.002289,0.009262,-10474908.576862,47907.564452
459,1541,0.0,0.002247,0.009092,-10474908.574615,47907.738113
460,1540,0.0,0.002206,0.008926,-10474908.57241,47907.90859
461,1539,0.0,0.002165,0.008762,-10474908.570245,47908.075942
462,1538,0.0,0.002125,0.008601,-10474908.56812,47908.240225
463,1537,0.0,0.002086,0.008444,-10474908.566034,47908.401496
464,1536,0.0,0.002047,0.008289,-10474908.563986,47908.559811
465,1535,0.0,0.00201,0.008137,-10474908.561977,47908.715223
466,1534,0.0,0.001973,0.007988,-10474908.560004,47908.867786
467,1533,0.0,0.001936,0.007841,-10474908.558067,47909.017551
468,1532,0.0,0.001901,0.007697,-10474908.556167,47909.164571
469,1531,0.0,0.001866,0.007556,-10474908.554301,47909.308895
470,1530,0.0,0.001831,0.007418,-10474908.552469,47909.450574
471,1529,0.0,0.001798,0.007282,-10474908.550672,47909.589655
472,1528,0.0,0.001765,0.007148,-10474908.548907,47909.726186
473,1527,0.0,0.001732,0.007017,-10474908.547175,47909.860214
474,1526,0.0,0.0017,0.006889,-10474908.545475,47909.991784
475,1525,0.0,0.001669,0.006762,-10474908.543806,47910.120943
476,1524,0.0,0.001638,0.006638,-10474908.542167,47910.247733
477,1523,0.0,0.001608,0.006517,-10474908.540559,47910.372199
478,1522,0.0,0.001579,0.006397,-10474908.53898,47910.494384
479,1521,0.0,0.001549,0.00628,-10474908.537431,47910.614328
480,1520,0.0,0.001521,0.006165,-10474908.53591,47910.732073
481,1519,0.0,0.001493,0.006052,-10474908.534417,47910.847659
482,1518,0.0,0.001466,0.005941,-10474908.532951,47910.961126
483,1517,0.0,0.001439,0.005832,-10474908.531513,47911.072513
484,1516,0.0,0.001412,0.005725,-10474908.530101,47911.181858
485,1515,0.0,0.001386,0.00562,-10474908.528714,47911.289199
486,1514,0.0,0.001361,0.005517,-10474908.527354,47911.394571
487,1513,0.0,0.001336,0.005416,-10474908.526018,47911.498011
488,1512,0.0,0.001311,0.005316,-10474908.524707,47911.599556
489,1511,0.0,0.001287,0.005219,-10474908.52342,47911.699238
490,1510,0.0,0.001263,0.005123,-10474908.522156,47911.797093
491,1509,0.0,0.00124,0.005029,-10474908.520916,47911.893154
492,1508,0.0,0.001217,0.004937,-10474908.519699,47911.987454
493,1507,0.0,0.001195,0.004847,-10474908.518504,47912.080025
494,1506,0.0,0.001173,0.004758,-10474908.517331,47912.170899
495,1505,0.0,0.001151,0.004671,-10474908.516179,47912.260107
496,1504,0.0,0.00113,0.004585,-10474908.515049,47912.347679
497,1503,0.0,0.00111,0.004501,-10474908.51394,47912.433646
498,1502,0.0,0.001089,0.004418,-10474908.51285,47912.518037
499,1501,0.0,0.001069,0.004337,-10474908.511781,47912.600881
500,1500,0.0,0.001049,0.004258,-10474908.510732,47912.682206
501,1499,0.0,0.00103,0.00418,-10474908.509702,47912.76204
502,1498,0.0,0.001011,0.004103,-10474908.50869,47912.84041
503,1497,0.0,0.000993,0.004028,-10474908.507698,47912.917344
